Time (ns)	RMSD	RMSF	rGyr	SASA
177.4	2.464		4.466	178.413
177.6	3.438		4.517	179.609
177.8	3.359		4.569	181.183
178	2.378		4.5	176.002
178.2	2.921		4.508	176.041
178.4	2.455		4.497	174.272
178.6	2.572		4.56	177.337
178.8	2.436		4.528	173.067
179	2.393		4.564	181.644
179.2	2.014		4.501	169.399
179.4	2.108		4.478	173.608
179.6	2.823		4.455	182.51
179.8	2.404		4.513	173.783
180	3.119		4.505	181.943
180.2	2.984		4.537	173.154
180.4	2.426		4.524	185.55
180.6	2.732		4.474	174.065
180.8	2.181		4.416	177.41
181	2.346		4.495	173.052
181.2	2.174		4.553	174.591
181.4	2.475		4.476	163.571
181.6	2.077		4.545	172.611
181.8	2.615		4.514	163.342
182	2.828		4.5	147.376
182.2	2.771		4.475	171.774
182.4	2.244		4.47	172.811
182.6	2.478		4.47	174.286
182.8	3.154		4.541	152.231
183	2.842		4.399	177.928
183.2	2.449		4.626	161.696
183.4	1.954		4.555	159.202
183.6	2.836		4.527	182.787
183.8	2.536		4.535	189.861
184	2.503		4.468	173.152
184.2	2.615		4.541	167.66
184.4	2.629		4.501	182.378
184.6	2.864		4.534	161.677
184.8	2.923		4.487	193.929
185	2.709		4.385	201.351
185.2	2.804		4.695	171.019
185.4	2.915		4.536	152.041
185.6	2.489		4.53	150.441
185.8	3.54		4.47	196.921
186	3.633		4.538	177.054
186.2	2.97		4.58	190.623
186.4	2.568		4.507	206.094
186.6	3.002		4.599	203.229
186.8	3.099		4.568	199.338
187	2.957		4.471	205.543
187.2	3.164		4.616	210.26
187.4	3.353		4.488	177.717
187.6	3.251		4.551	181.459
187.8	3.013		4.478	158.486
188	3.162		4.504	173.142
188.2	2.972		4.42	178.317
188.4	3.759		4.569	193.334
188.6	3.544		4.432	203.159
188.8	3.83		4.715	212.411
189	3.441		4.505	195.659
189.2	4.487		4.69	206.784
189.4	4.046		4.506	168.637
189.6	3.887		4.607	205.33
189.8	5.026		4.462	182.104
190	4.375		4.591	181.919
190.2	4.412		4.564	165.369
190.4	4.467		4.592	161.262
190.6	4.296		4.648	157.17
190.8	4.551		4.454	184.725
191	4.429		4.582	153.459
191.2	4.541		4.554	144.477
191.4	4.603		4.566	171.535
191.6	4.424		4.657	151.391
191.8	4.159		4.719	155.181
192	4.168		4.561	156.324
192.2	3.996		4.532	168.555
192.4	4.686		4.586	186.529
192.6	4.362		4.556	166.093
192.8	4.54		4.623	127.378
193	4.407		4.659	169.206
193.2	4.42		4.621	159.069
193.4	4.696		4.751	155.485
193.6	4.633		4.452	142.526
193.8	4.774		4.706	156.615
194	4.159		4.54	180.381
194.2	4.457		4.631	153.289
194.4	4.136		4.538	168.144
194.6	4.666		4.555	162.61
194.8	4.652		4.627	178.621
195	4.806		4.618	162.112
195.2	4.58		4.554	144.302
195.4	4.464		4.563	173.109
195.6	4.744		4.614	162.213
195.8	4.649		4.604	178.537
196	4.454		4.518	166.195
196.2	4.54		4.533	174.042
196.4	4.763		4.562	155.493
196.6	4.713		4.563	161.065
196.8	4.361		4.505	162.842
197	4.244		4.626	146.791
197.2	4.321		4.623	172.84
197.4	4.483		4.519	166.412
197.6	4.583		4.468	156.856
197.8	4.216		4.508	175.332
198	4.272		4.554	172.586
198.2	4.518		4.554	150.162
198.4	4.462		4.466	178.76
198.6	4.455		4.587	181.522
198.8	4.269		4.662	181.93
199	3.955		4.559	176.919
199.2	4.671		4.599	165.535
199.4	3.819		4.554	190.288
199.6	4.294		4.531	189.757
199.8	4.447		4.528	193.134
200	3.715		4.559	199.234
200.2	3.484		4.564	186.609
