Time (ns)	RMSD	RMSF	rGyr	SASA
177.4	2.773		4.618	133.717
177.6	1.958		4.689	141.498
177.8	2.265		4.709	151.715
178	2.328		4.755	159.757
178.2	2.53		4.678	134.189
178.4	1.883		4.724	134.132
178.6	2.355		4.776	158.943
178.8	2.243		4.863	158.993
179	2.139		4.739	158.091
179.2	2.526		4.791	152.738
179.4	2.171		4.855	167.358
179.6	2.535		4.735	160.708
179.8	2.575		4.755	147.13
180	2.733		4.853	170.552
180.2	2.624		4.85	143.506
180.4	2.467		4.81	138.605
180.6	2.436		4.767	140.073
180.8	2.763		4.802	127.032
181	2.916		4.883	139.846
181.2	2.45		4.742	153.383
181.4	2.288		4.661	140.832
181.6	2.686		4.78	143.423
181.8	2.587		4.831	147.484
182	2.499		4.731	134.053
182.2	2.642		4.734	150.146
182.4	2.474		4.812	158.651
182.6	2.304		4.736	140.319
182.8	2.063		4.672	145.862
183	2.409		4.678	152.611
183.2	2.329		4.755	149.591
183.4	2.619		4.818	152.461
183.6	2.475		4.724	141.92
183.8	2.479		4.683	146.172
184	2.22		4.564	152.543
184.2	2.453		4.814	151.533
184.4	2.576		4.776	165.466
184.6	2.738		4.917	143.013
184.8	2.513		4.699	144.127
185	2.852		4.903	151.199
185.2	2.362		4.81	152.154
185.4	2.687		4.835	163.832
185.6	2.83		4.81	145.657
185.8	2.269		4.626	149.668
186	2.457		4.691	147.019
186.2	2.805		4.835	144.001
186.4	2.492		4.748	152.19
186.6	2.444		4.82	154.196
186.8	2.467		4.647	156.921
187	2.593		4.784	152.572
187.2	2.514		4.66	151.372
187.4	2.605		4.701	135.435
187.6	2.693		4.95	159.793
187.8	2.347		4.715	140.564
188	2.369		4.731	148.516
188.2	2.236		4.793	145.684
188.4	2.651		4.701	140.184
188.6	2.432		4.744	158.664
188.8	2.194		4.749	150.159
189	2.422		4.798	157.948
189.2	2.308		4.752	148.541
189.4	2.346		4.854	143.926
189.6	2.352		4.633	154.139
189.8	2.415		4.698	146.986
190	2.229		4.676	155.497
190.2	2.276		4.783	156.479
190.4	2.355		4.715	152.633
190.6	2.337		4.753	162.191
190.8	2.315		4.689	143.425
191	2.235		4.72	151.5
191.2	2.158		4.68	161.551
191.4	2.207		4.654	139.404
191.6	2.637		4.774	144.891
191.8	2.502		4.679	150.875
192	2.647		4.691	153.036
192.2	2.166		4.597	159.253
192.4	2.411		4.694	121.321
192.6	2.895		4.843	146.191
192.8	2.544		4.735	154.538
193	2.663		4.75	153.374
193.2	2.695		4.82	162.683
193.4	2.891		4.752	140.57
193.6	2.409		4.649	154.223
193.8	2.631		4.673	144.871
194	2.827		4.824	138.85
194.2	2.784		4.712	138.999
194.4	2.626		4.676	161.692
194.6	3.129		4.758	140.033
194.8	2.968		4.814	138.739
195	2.903		4.761	161.706
195.2	2.838		4.627	147.186
195.4	2.892		4.818	143.388
195.6	2.365		4.747	163.331
195.8	2.639		4.668	147.537
196	2.813		4.715	147.308
196.2	2.557		4.758	151.378
196.4	3.066		4.746	144.011
196.6	2.402		4.743	127.244
196.8	2.524		4.626	114.275
197	2.698		4.669	150.578
197.2	2.494		4.73	128.983
197.4	2.604		4.742	122.635
197.6	2.894		4.731	134.66
197.8	2.84		4.708	139.904
198	2.811		4.772	154.067
198.2	3.053		4.828	133.978
198.4	2.758		4.842	146.147
198.6	2.728		4.859	138.116
198.8	2.867		4.95	134.121
199	2.689		4.797	130.705
199.2	2.502		4.792	142.856
199.4	2.527		4.775	144.789
199.6	2.507		4.745	145.554
199.8	2.508		4.749	138.907
200	2.679		4.731	139.705
200.2	2.671		4.686	142.445
