Time (ns)	RMSD	RMSF	rGyr	SASA
177.4	3.471		5.086	205.485
177.6	3.541		5.292	191.114
177.8	3.404		5.102	191.049
178	4.252		5.078	189.243
178.2	3.481		5.189	204.011
178.4	3.446		5.336	178.96
178.6	3.913		5.08	208.464
178.8	3.567		5.012	169.057
179	3.618		5.2	181.815
179.2	3.752		5.152	159.228
179.4	3.486		5.267	146.225
179.6	3.372		5.214	137.87
179.8	3.625		5.061	144.627
180	3.597		5.24	135.121
180.2	3.673		5.184	135.282
180.4	4.109		5.04	192.099
180.6	3.143		5.287	125.913
180.8	3.828		5.153	136.461
181	4.482		5.119	150.18
181.2	4.594		5.115	126.304
181.4	3.751		5.152	103.971
181.6	4.127		5.038	119.064
181.8	3.929		5.197	91.936
182	3.625		5.068	158.559
182.2	3.834		5.095	132.549
182.4	3.768		5.282	130.165
182.6	4.244		5.168	148.466
182.8	3.86		5.218	135.363
183	4.202		5.081	139.75
183.2	4.523		5.06	157.79
183.4	3.69		5.187	125.18
183.6	3.102		5.19	111.802
183.8	3.923		5.192	129.53
184	3.598		5.289	120.821
184.2	3.409		5.153	101.933
184.4	3.665		5.177	107.787
184.6	3.372		5.287	132.791
184.8	2.882		5.338	141.772
185	3.529		5.11	130.575
185.2	3.725		5.124	145.914
185.4	4.002		5.107	164.611
185.6	3.381		5.189	121.022
185.8	3.806		5.224	144.498
186	3.598		5.309	153.076
186.2	3.85		5.177	134.045
186.4	4.436		4.926	150.277
186.6	3.005		5.291	114.815
186.8	4.017		4.952	131.677
187	4.187		4.965	169.994
187.2	3.677		5.09	139.399
187.4	4.037		5.022	194.488
187.6	4.072		4.958	189.501
187.8	3.556		5.079	193.446
188	3.984		5.086	199.451
188.2	3.754		5.011	197.424
188.4	3.846		5.046	179.327
188.6	4.66		5.003	235.132
188.8	4.048		5.325	180.252
189	3.829		5.051	220.532
189.2	3.318		5.245	157.554
189.4	4.155		5.143	231.236
189.6	3.433		5.159	183.469
189.8	3.558		5.332	195.392
190	3.857		5.161	188.577
190.2	3.583		5.048	167.956
190.4	4.103		5.091	191.311
190.6	3.889		5.055	233.874
190.8	3.838		5.225	202.472
191	4.457		5.056	193.161
191.2	4.296		5.149	193.763
191.4	3.656		5.222	200.399
191.6	3.472		5.253	176.949
191.8	3.723		5.1	206.874
192	3.903		5.127	194.406
192.2	3.632		5.023	158.228
192.4	3.408		5.195	174.726
192.6	3.523		5.114	194.207
192.8	4.405		5.097	219.826
193	3.394		5.036	227.837
193.2	3.827		5.085	175.255
193.4	4.1		5.127	188.324
193.6	3.947		5.169	184.854
193.8	3.357		5.203	176.631
194	3.295		5.171	133.663
194.2	3.582		5.198	184.023
194.4	3.519		5.251	195.358
194.6	3.566		5.238	181.541
194.8	3.81		5.115	179.167
195	3.028		5.161	134.89
195.2	3.55		5.077	179.614
195.4	3.651		5.154	170.192
195.6	3.543		5.196	148.286
195.8	3.123		5.109	120.395
196	3.672		5.168	162.334
196.2	3.285		5.172	135.588
196.4	3.225		5.125	103.552
196.6	3.731		5.099	123.074
196.8	3.8		5.112	86.346
197	3.821		5.116	137.269
197.2	3.59		4.988	136.182
197.4	3.488		5.13	163.135
197.6	3.716		5.042	138.295
197.8	4.252		5.135	225.812
198	3.696		5.252	146.188
198.2	3.641		5.228	192.489
198.4	3.184		5.265	143.791
198.6	3.681		5.219	130.967
198.8	3.207		5.092	146.027
199	3.716		5.176	164.03
199.2	3.649		5.192	218.578
199.4	3.592		5.214	191.698
199.6	3.383		5.231	133.288
199.8	3.63		5.211	163.682
200	4.201		5.166	167.552
200.2	3.895		5.183	159.108
