#		Time (ns)	RMSD	RMSF	rGyr	SASA
		111.8	7.724		5.464	272.977
		112	7.902		5.336	205.502
		112.2	7.454		5.426	219.62
		112.4	7.041		5.273	204.518
		112.6	7.104		5.373	207.433
		112.8	7.263		5.423	223.294
		113	7.906		5.308	202.991
		113.2	7.736		5.261	194.624
		113.4	7.322		5.32	197.384
		113.6	8.003		5.5	217.619
		113.8	8.435		5.379	194.579
		114	7.741		5.283	219.197
		114.2	8.065		5.387	223.727
		114.4	8.38		5.26	247.575
		114.6	7.741		5.287	229.889
		114.8	8.269		5.423	223.841
		115	7.56		5.389	211.431
		115.2	8.05		5.417	237.058
		115.4	7.384		5.329	240.288
		115.6	7.96		5.443	226.88
		115.8	7.332		5.349	212.743
		116	7.26		5.388	236.114
		116.2	6.581		5.316	220.185
		116.4	7.53		5.234	224.498
		116.6	7.508		5.386	237.02
		116.8	6.854		5.416	249.988
		117	7.168		5.592	251.928
		117.2	7.378		5.406	225.419
		117.4	7.352		5.394	239.193
		117.6	8.036		5.258	235.824
		117.8	7.604		5.487	253.891
		118	7.761		5.382	221.814
		118.2	7.529		5.459	206.202
		118.4	8.476		5.435	228.517
		118.6	6.775		5.335	246.827
		118.8	7.288		5.413	208.563
		119	7.558		5.388	245.136
		119.2	6.821		5.338	218.941
		119.4	6.397		5.476	288.916
		119.6	7.777		5.451	253.651
		119.8	7.22		5.441	287.646
		120	6.233		5.268	295.178
		120.2	6.409		5.431	306.597
		120.4	5.886		5.373	287.123
		120.6	8.001		5.453	241.365
		120.8	6.981		5.489	290.26
		121	5.986		5.361	289.567
		121.2	7.317		5.194	244.644
		121.4	7.915		5.12	214.062
		121.6	7.725		5.315	241.008
		121.8	6.932		5.164	238.618
		122	7.524		5.44	280.33
		122.2	7.186		5.098	237.397
		122.4	6.675		5.114	219.915
		122.6	6.884		5.3	234.157
		122.8	5.806		5.286	294.268
		123	6.761		5.434	319.999
		123.2	5.705		5.328	329.076
		123.4	7.017		5.437	327.147
		123.6	7.42		5.445	332.473
		123.8	6.102		5.4	311.462
		124	7.423		5.481	307.87
		124.2	7.096		5.009	255.168
		124.4	7.35		5.323	253.827
		124.6	7.071		5.136	233.887
		124.8	7.577		5.286	277.085
		125	6.301		5.467	308.777
		125.2	6.261		5.299	288.982
		125.4	6.831		5.289	267.16
		125.6	5.399		5.286	265.817
		125.8	7.244		5.415	295.498
		126	5.107		5.343	280.215
		126.2	7.361		5.416	294.512
		126.4	6.506		5.464	261.053
		126.6	7.562		5.428	222.723
		126.8	8.046		5.432	221.529
		127	6.754		5.337	238.756
		127.2	7.931		5.381	260.103
		127.4	6.559		5.414	258.891
		127.6	6.681		5.279	239.067
		127.8	7.076		5.311	236.051
		128	7.356		5.333	248.911
		128.2	8.27		5.42	234.326
		128.4	7.729		5.416	232.891
		128.6	7.296		5.31	224.387
		128.8	7.247		5.328	226.25
		129	7.891		5.282	240.631
		129.2	7.276		5.104	211.598
		129.4	7.357		5.212	216.724
		129.6	7.102		5.311	220.789
		129.8	6.113		5.299	274.984
		130	7.543		5.456	249.736
		130.2	6.961		5.471	223.515
		130.4	7.353		5.381	211.554
		130.6	7.333		5.388	214.766
		130.8	7.316		5.373	234.849
		131	7.728		5.328	222.508
		131.2	7.163		5.401	237.029
		131.4	7.471		5.498	240.712
		131.6	7.763		5.272	215.174
		131.8	7.698		5.324	224.921
		132	8.989		5.433	252.638
		132.2	7.37		5.54	286.005
