Time (ns)	RMSD	RMSF	rGyr	SASA
172.8	6.209		5.152	109.122
173.0	5.651		4.857	99.357
173.2	6.498		5.191	138.261
173.4	5.817		5.16	88.804
173.6	6.024		5.382	121.941
173.8	6.043		5.055	82.524
174.0	6.675		5.166	89.949
174.2	5.777		4.911	123.108
174.4	5.816		4.996	87.346
174.6	5.728		4.939	80.963
174.8	5.788		4.859	49.689
175.0	5.575		4.858	72.396
175.2	5.573		4.838	69.406
175.4	5.858		4.88	98.468
175.6	6.114		4.97	127.452
175.8	5.692		5.054	159.452
176.0	5.256		5.091	109.869
176.2	6.458		4.861	117.922
176.4	6.161		5.319	144.642
176.6	5.254		5.123	142.019
176.8	5.397		4.871	120.816
177.0	5.282		4.94	62.049
177.2	6.024		5.118	89.666
177.4	5.841		5.29	142.121
177.6	6.016		5.236	130.657
177.8	6.058		5.198	154.317
178.0	6.711		5.299	135.565
178.2	5.484		5.135	107.563
178.4	5.979		4.993	129.572
178.6	6.474		5.195	156.798
178.8	5.868		5.137	120.885
179.0	6.277		5.044	120.061
179.2	5.454		5.053	92.368
179.4	7.101		5.168	102.687
179.6	6.482		5.058	116.915
179.8	7.253		5.234	135.09
180.0	6.192		4.957	86.643
180.2	5.937		5.265	156.743
180.4	6.286		5.018	140.222
180.6	5.803		4.944	110.099
180.8	5.259		4.959	80.306
181.0	4.711		4.92	88.318
181.2	5.289		4.929	75.443
181.4	5.991		4.908	79.204
181.6	5.945		4.962	81.479
181.8	5.428		5.107	92.213
182.0	5.942		5.192	116.007
182.2	6.108		5.263	113.88
182.4	6.341		5.114	108.389
182.6	6.466		5.197	135.468
182.8	5.935		5.105	99.644
183.0	5.364		4.946	72.684
183.2	5.887		5.083	86.075
183.4	5.654		5.138	92.166
183.6	5.812		5.176	82.222
183.8	5.739		5.034	116.754
184.0	6.698		5.165	96.972
184.2	6.407		5.156	102.807
184.4	7.269		5.106	115.929
184.6	6.457		5.152	115.875
184.8	5.838		4.932	88.128
185.0	6.913		5.315	106.767
185.2	6.544		5.222	96.779
185.4	6.16		5.197	106.267
185.6	6.707		5.1	92.43
185.8	7.278		5.228	108.38
186.0	6.816		5.149	104.118
186.2	7.293		5.31	83.389
186.4	5.941		5.128	126.66
186.6	7.332		5.199	98.791
186.8	6.424		5.245	120.915
187.0	6.655		5.088	157.999
187.2	5.993		5.093	91.3
187.4	6.253		5.126	121.815
187.6	7.362		5.269	113.556
187.8	8.18		5.27	110.937
188.0	5.752		5.059	106.517
188.2	6.017		5.018	105.921
188.4	6.362		5.216	119.057
188.6	6.492		5.032	128.06
188.8	7.111		5.308	115.456
189.0	6.764		5.04	106.07
189.2	5.998		5.09	98.66
189.4	6.352		5.051	96.666
189.6	7.802		5.189	105.891
189.8	6.81		5.113	114.421
190.0	6.312		5.114	116.287
190.2	7.168		5.042	125.071
190.4	7.138		5.293	129.349
190.6	8.481		5.379	115.654
190.8	6.594		5.211	151.598
191.0	6.964		5.199	119.666
191.2	7.622		5.274	107.186
191.4	7.466		5.206	105.027
191.6	8.046		5.283	96.366
191.8	7.78		5.328	113.871
192.0	7.784		5.188	97.498
192.2	7.083		5.171	93.287
192.4	7.054		5.073	87.813
192.6	6.246		5.166	116.599
192.8	6.5		5.169	110.034
193.0	6.076		5.107	117.062
193.2	6.524		5.029	96.645
193.4	7.605		5.346	126.847
193.6	8.064		5.451	162.193
193.8	7.819		5.226	105.576
194.0	6.313		5.001	105.384
194.2	6.175		5.004	107.894
194.4	6.927		5.182	109.592
194.6	8.232		5.421	137.981
194.8	7.858		5.397	151.903
195.0	7.189		5.347	110.137
195.2	6.72		5.213	120.36
195.4	5.924		4.982	86.648
195.6	7.109		5.219	162.622
195.8	6.33		5.331	107.556
196.0	5.944		5.222	103.717
196.2	6.436		5.256	109.31
196.4	6.546		5.163	115.858
196.6	7.131		5.225	131.676
196.8	6.839		5.15	112.691
197.0	6.523		5.114	118.954
197.2	6.401		5.022	122.982
197.4	7.621		5.337	176.72
197.6	6.965		5.17	149.984
197.8	7.715		5.106	96.391
198.0	7.241		5.178	172.373
198.2	6.616		5.228	150.138
198.4	7.009		5.191	135.532
198.6	6.201		5.078	131.027
198.8	6.356		5.134	145.303
199.0	7.135		5.199	112.518
199.2	6.944		5.151	163.508
199.4	7.11		5.098	144.544
199.6	6.962		5.255	134.363
199.8	7.061		5.109	154.528
200.0	7.603		5.277	134.888
200.2	7.412		5.233	129.874
