Time (ns)	RMSD	RMSF	rGyr	SASA
173.2	4.838		4.23	311.089
173.4	4.215		4.189	251.516
173.6	4.801		4.266	295.442
173.8	4.64		4.254	299.585
174.0	4.201		4.155	283.217
174.2	4.453		4.265	295.632
174.4	4.097		4.348	275.347
174.6	5.372		4.168	301.745
174.8	4.657		4.283	293.323
175.0	5.413		4.239	310.268
175.2	4.902		4.342	325.315
175.4	4.694		4.314	276.593
175.6	4.874		4.183	267.12
175.8	4.145		4.203	253.115
176.0	4.763		4.265	305.241
176.2	4.132		4.226	289.267
176.4	4.626		4.277	191.105
176.6	5.191		4.292	287.839
176.8	6.121		4.235	314.925
177.0	6.255		4.241	318.493
177.2	7.0		4.245	323.803
177.4	6.573		4.251	330.888
177.6	6.807		4.134	327.147
177.8	6.858		4.154	361.973
178.0	7.552		4.172	364.443
178.2	5.879		4.206	312.848
178.4	6.544		4.16	324.682
178.6	7.747		4.213	356.657
178.8	3.937		4.249	246.514
179.0	4.944		4.256	264.52
179.2	4.149		4.227	269.958
179.4	8.057		4.239	347.308
179.6	4.274		4.345	257.489
179.8	5.209		4.36	270.995
180.0	4.88		4.292	251.425
180.2	4.705		4.209	275.598
180.4	5.201		4.192	271.391
180.6	5.53		4.203	267.614
180.8	4.266		4.221	244.854
181.0	5.643		4.208	288.885
181.2	5.254		4.335	251.014
181.4	4.588		4.231	234.234
181.6	5.568		4.238	320.425
181.8	6.315		4.145	309.849
182.0	5.398		4.312	238.972
182.2	4.867		4.257	255.102
182.4	4.482		4.346	251.998
182.6	4.471		4.23	212.731
182.8	4.211		4.213	177.708
183.0	3.807		4.158	151.273
183.2	3.788		4.214	176.122
183.4	4.016		4.225	165.002
183.6	3.346		4.196	187.208
183.8	4.701		4.152	223.141
184.0	3.984		4.191	169.219
184.2	3.988		4.15	152.622
184.4	4.124		4.13	179.068
184.6	4.552		4.188	175.596
184.8	4.255		4.168	225.358
185.0	4.284		4.206	258.822
185.2	5.917		4.183	370.337
185.4	5.807		4.218	383.772
185.6	4.041		4.216	326.26
185.8	5.447		4.218	280.745
186.0	5.124		4.245	273.981
186.2	6.104		4.208	292.559
186.4	5.364		4.217	204.783
186.6	5.123		4.226	231.174
186.8	5.253		4.263	212.217
187.0	5.511		4.162	223.047
187.2	5.268		4.196	208.305
187.4	4.219		4.153	253.819
187.6	4.45		4.238	227.853
187.8	4.667		4.256	260.24
188.0	4.509		4.26	233.293
188.2	4.152		4.172	200.888
188.4	4.16		4.176	230.114
188.6	4.046		4.211	235.886
188.8	4.046		4.202	202.087
189.0	4.727		4.182	200.8
189.2	5.197		4.19	250.555
189.4	3.899		4.284	241.791
189.6	4.33		4.16	213.581
189.8	5.3		4.194	248.559
190.0	4.887		4.294	218.085
190.2	4.319		4.155	188.979
190.4	3.656		4.21	214.276
190.6	4.214		4.214	182.848
190.8	4.094		4.22	208.939
191.0	3.876		4.19	172.407
191.2	4.762		4.165	142.311
191.4	4.864		4.204	232.75
191.6	5.925		4.144	254.944
191.8	6.65		4.263	266.125
192.0	5.53		4.304	296.442
192.2	5.099		4.28	267.702
192.4	6.932		4.206	289.569
192.6	5.761		4.219	279.225
192.8	8.692		4.194	313.922
193.0	8.526		4.189	327.255
193.2	9.983		4.288	364.439
193.4	9.265		4.323	344.093
193.6	10.004		4.211	356.02
193.8	9.765		4.231	325.806
194.0	9.705		4.249	377.389
194.2	11.299		4.163	356.041
194.4	9.738		4.228	366.004
194.6	9.162		4.244	366.925
194.8	10.394		4.21	374.938
195.0	9.792		4.179	349.971
195.2	8.598		4.303	347.142
195.4	7.395		4.265	284.394
195.6	6.412		4.127	246.054
195.8	7.091		4.186	249.393
196.0	6.137		4.154	176.362
196.2	7.329		4.237	277.589
196.4	7.927		4.266	254.968
196.6	7.756		4.252	227.111
196.8	7.218		4.155	223.073
197.0	6.828		4.246	278.451
197.2	6.033		4.142	233.821
197.4	7.861		4.247	258.223
197.6	7.5		4.239	262.804
197.8	7.117		4.217	239.418
198.0	7.351		4.287	239.581
198.2	7.553		4.194	203.214
198.4	7.108		4.226	234.55
198.6	7.064		4.177	197.739
198.8	6.979		4.145	220.286
199.0	7.639		4.309	258.43
199.2	9.087		4.321	244.464
199.4	6.671		4.238	194.459
199.6	8.248		4.224	247.293
199.8	6.926		4.267	247.661
200.0	7.345		4.221	226.236
200.2	7.71		4.255	223.361
200.4	7.522		4.175	225.486
