Domain,Ligand,Replica,Frame,dG_bind
JH2,306,3,072,-32.48054655999993
JH2,306,3,073,-35.40253911999993
JH2,306,3,074,-29.93665055999997
JH2,306,3,075,-30.585818639999527
JH2,306,3,076,-29.704639919999344
JH2,306,3,077,-33.93987688000024
JH2,306,3,078,-31.93727887999974
JH2,306,3,079,-31.607964800000303
JH2,306,3,080,-31.2304749600002
JH2,306,3,081,-32.17365047999985
JH2,306,3,082,-31.985913999999852
JH2,306,3,083,-35.27875968000005
JH2,306,3,084,-28.50085936000001
JH2,306,3,085,-31.090606
JH2,306,3,086,-34.15132199999987
JH2,306,3,087,-35.55922855999981
JH2,306,3,088,-31.45066040000046
JH2,306,3,090,-29.92303280000022
JH2,306,3,091,-29.932528400000113
JH2,306,3,092,-33.11453856000014
JH2,306,3,093,-30.798940960000024
JH2,306,3,094,-30.834934800000152
JH2,306,3,095,-28.641955199999757
JH2,306,3,096,-30.047425840000486
JH2,306,3,097,-30.339434479999717
JH2,306,3,098,-33.130289119999716
JH2,306,3,099,-31.31686999999989
